weapon_type,concept,level,name,description
칼,배신,9,+9강 배신 명령하는 칼,"배신의 힘이 칼에 명령하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,배신,10,+10강 배신 주인이 된 칼,"배신의 힘이 칼에 주인이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,배신,11,+11강 배신 굴복시킨 칼,"배신의 힘이 칼에 굴복시킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,배신,12,+12강 배신 피를 요구하는 칼,"배신의 힘이 칼에 피를 요구하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,배신,13,+13강 배신 전장을 뒤덮는 칼,"배신의 힘이 칼에 전장을 뒤덮는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,배신,14,+14강 배신 영혼을 침식하는 칼,"배신의 힘이 칼에 영혼을 침식하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,배신,15,+15강 배신 재앙이 된 칼,"배신의 힘이 칼에 재앙이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,배신,16,+16강 배신 세계에 뿌리내린 칼,"배신의 힘이 칼에 세계에 뿌리내린 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,배신,17,+17강 배신 질서를 뒤흔드는 칼,"배신의 힘이 칼에 질서를 뒤흔드는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,배신,18,+18강 배신 세계를 삼키는 칼,"배신의 힘이 칼에 세계를 삼키는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,배신,19,+19강 배신 모든 것을 집어삼킨 칼,"배신의 힘이 칼에 모든 것을 집어삼킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,배신,20,+20강 배신 그 자체가 된 칼,"배신의 힘이 칼에 그 자체가  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,절단,0,+0강 절단 흔적만 남은 칼,"절단의 힘이 칼에 흔적만 남은 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,절단,1,+1강 절단 깃든 칼,"절단의 힘이 칼에 깃든 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,절단,2,+2강 절단 뒤얽힌 칼,"절단의 힘이 칼에 뒤얽힌 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,절단,3,+3강 절단 잠식된 칼,"절단의 힘이 칼에 잠식 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,절단,4,+4강 절단 삼켜진 칼,"절단의 힘이 칼에 삼켜진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,절단,5,+5강 절단 숨 쉬는 칼,"절단의 힘이 칼에 숨 쉬는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,절단,6,+6강 절단 속삭이는 칼,"절단의 힘이 칼에 속삭이는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,절단,7,+7강 절단 의지를 가진 칼,"절단의 힘이 칼에 의지를 가진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,절단,8,+8강 절단 시험하는 칼,"절단의 힘이 칼에 시험하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,절단,9,+9강 절단 명령하는 칼,"절단의 힘이 칼에 명령하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,절단,10,+10강 절단 주인이 된 칼,"절단의 힘이 칼에 주인이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,절단,11,+11강 절단 굴복시킨 칼,"절단의 힘이 칼에 굴복시킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,절단,12,+12강 절단 피를 요구하는 칼,"절단의 힘이 칼에 피를 요구하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,절단,13,+13강 절단 전장을 뒤덮는 칼,"절단의 힘이 칼에 전장을 뒤덮는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,절단,14,+14강 절단 영혼을 침식하는 칼,"절단의 힘이 칼에 영혼을 침식하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,절단,15,+15강 절단 재앙이 된 칼,"절단의 힘이 칼에 재앙이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,절단,16,+16강 절단 세계에 뿌리내린 칼,"절단의 힘이 칼에 세계에 뿌리내린 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,절단,17,+17강 절단 질서를 뒤흔드는 칼,"절단의 힘이 칼에 질서를 뒤흔드는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,절단,18,+18강 절단 세계를 삼키는 칼,"절단의 힘이 칼에 세계를 삼키는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,절단,19,+19강 절단 모든 것을 집어삼킨 칼,"절단의 힘이 칼에 모든 것을 집어삼킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,절단,20,+20강 절단 그 자체가 된 칼,"절단의 힘이 칼에 그 자체가  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,종말,0,+0강 종말 흔적만 남은 칼,"종말의 힘이 칼에 흔적만 남은 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,종말,1,+1강 종말 깃든 칼,"종말의 힘이 칼에 깃든 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,종말,2,+2강 종말 뒤얽힌 칼,"종말의 힘이 칼에 뒤얽힌 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,종말,3,+3강 종말 잠식된 칼,"종말의 힘이 칼에 잠식 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,종말,4,+4강 종말 삼켜진 칼,"종말의 힘이 칼에 삼켜진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,종말,5,+5강 종말 숨 쉬는 칼,"종말의 힘이 칼에 숨 쉬는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,종말,6,+6강 종말 속삭이는 칼,"종말의 힘이 칼에 속삭이는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,종말,7,+7강 종말 의지를 가진 칼,"종말의 힘이 칼에 의지를 가진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,종말,8,+8강 종말 시험하는 칼,"종말의 힘이 칼에 시험하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,종말,9,+9강 종말 명령하는 칼,"종말의 힘이 칼에 명령하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,종말,10,+10강 종말 주인이 된 칼,"종말의 힘이 칼에 주인이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,종말,11,+11강 종말 굴복시킨 칼,"종말의 힘이 칼에 굴복시킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,종말,12,+12강 종말 피를 요구하는 칼,"종말의 힘이 칼에 피를 요구하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,종말,13,+13강 종말 전장을 뒤덮는 칼,"종말의 힘이 칼에 전장을 뒤덮는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,종말,14,+14강 종말 영혼을 침식하는 칼,"종말의 힘이 칼에 영혼을 침식하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,종말,15,+15강 종말 재앙이 된 칼,"종말의 힘이 칼에 재앙이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,종말,16,+16강 종말 세계에 뿌리내린 칼,"종말의 힘이 칼에 세계에 뿌리내린 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,종말,17,+17강 종말 질서를 뒤흔드는 칼,"종말의 힘이 칼에 질서를 뒤흔드는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,종말,18,+18강 종말 세계를 삼키는 칼,"종말의 힘이 칼에 세계를 삼키는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,종말,19,+19강 종말 모든 것을 집어삼킨 칼,"종말의 힘이 칼에 모든 것을 집어삼킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
칼,종말,20,+20강 종말 그 자체가 된 칼,"종말의 힘이 칼에 그 자체가  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,야만,0,+0강 야만 흔적만 남은 몽둥이,"야만의 힘이 몽둥이에 흔적만 남은 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,야만,1,+1강 야만 깃든 몽둥이,"야만의 힘이 몽둥이에 깃든 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,야만,2,+2강 야만 뒤얽힌 몽둥이,"야만의 힘이 몽둥이에 뒤얽힌 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,야만,3,+3강 야만 잠식된 몽둥이,"야만의 힘이 몽둥이에 잠식 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,야만,4,+4강 야만 삼켜진 몽둥이,"야만의 힘이 몽둥이에 삼켜진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,야만,5,+5강 야만 숨 쉬는 몽둥이,"야만의 힘이 몽둥이에 숨 쉬는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,야만,6,+6강 야만 속삭이는 몽둥이,"야만의 힘이 몽둥이에 속삭이는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,야만,7,+7강 야만 의지를 가진 몽둥이,"야만의 힘이 몽둥이에 의지를 가진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,야만,8,+8강 야만 시험하는 몽둥이,"야만의 힘이 몽둥이에 시험하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,야만,9,+9강 야만 명령하는 몽둥이,"야만의 힘이 몽둥이에 명령하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,야만,10,+10강 야만 주인이 된 몽둥이,"야만의 힘이 몽둥이에 주인이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,야만,11,+11강 야만 굴복시킨 몽둥이,"야만의 힘이 몽둥이에 굴복시킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,야만,12,+12강 야만 피를 요구하는 몽둥이,"야만의 힘이 몽둥이에 피를 요구하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,야만,13,+13강 야만 전장을 뒤덮는 몽둥이,"야만의 힘이 몽둥이에 전장을 뒤덮는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,야만,14,+14강 야만 영혼을 침식하는 몽둥이,"야만의 힘이 몽둥이에 영혼을 침식하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,야만,15,+15강 야만 재앙이 된 몽둥이,"야만의 힘이 몽둥이에 재앙이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,야만,16,+16강 야만 세계에 뿌리내린 몽둥이,"야만의 힘이 몽둥이에 세계에 뿌리내린 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,야만,17,+17강 야만 질서를 뒤흔드는 몽둥이,"야만의 힘이 몽둥이에 질서를 뒤흔드는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,야만,18,+18강 야만 세계를 삼키는 몽둥이,"야만의 힘이 몽둥이에 세계를 삼키는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,야만,19,+19강 야만 모든 것을 집어삼킨 몽둥이,"야만의 힘이 몽둥이에 모든 것을 집어삼킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,야만,20,+20강 야만 그 자체가 된 몽둥이,"야만의 힘이 몽둥이에 그 자체가  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,뼈,0,+0강 뼈 흔적만 남은 몽둥이,"뼈의 힘이 몽둥이에 흔적만 남은 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,뼈,1,+1강 뼈 깃든 몽둥이,"뼈의 힘이 몽둥이에 깃든 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,뼈,2,+2강 뼈 뒤얽힌 몽둥이,"뼈의 힘이 몽둥이에 뒤얽힌 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,뼈,3,+3강 뼈 잠식된 몽둥이,"뼈의 힘이 몽둥이에 잠식 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,뼈,4,+4강 뼈 삼켜진 몽둥이,"뼈의 힘이 몽둥이에 삼켜진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,뼈,5,+5강 뼈 숨 쉬는 몽둥이,"뼈의 힘이 몽둥이에 숨 쉬는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,뼈,6,+6강 뼈 속삭이는 몽둥이,"뼈의 힘이 몽둥이에 속삭이는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,뼈,7,+7강 뼈 의지를 가진 몽둥이,"뼈의 힘이 몽둥이에 의지를 가진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,뼈,8,+8강 뼈 시험하는 몽둥이,"뼈의 힘이 몽둥이에 시험하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,뼈,9,+9강 뼈 명령하는 몽둥이,"뼈의 힘이 몽둥이에 명령하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,뼈,10,+10강 뼈 주인이 된 몽둥이,"뼈의 힘이 몽둥이에 주인이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,뼈,11,+11강 뼈 굴복시킨 몽둥이,"뼈의 힘이 몽둥이에 굴복시킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,뼈,12,+12강 뼈 피를 요구하는 몽둥이,"뼈의 힘이 몽둥이에 피를 요구하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,뼈,13,+13강 뼈 전장을 뒤덮는 몽둥이,"뼈의 힘이 몽둥이에 전장을 뒤덮는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,뼈,14,+14강 뼈 영혼을 침식하는 몽둥이,"뼈의 힘이 몽둥이에 영혼을 침식하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,뼈,15,+15강 뼈 재앙이 된 몽둥이,"뼈의 힘이 몽둥이에 재앙이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,뼈,16,+16강 뼈 세계에 뿌리내린 몽둥이,"뼈의 힘이 몽둥이에 세계에 뿌리내린 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,뼈,17,+17강 뼈 질서를 뒤흔드는 몽둥이,"뼈의 힘이 몽둥이에 질서를 뒤흔드는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,뼈,18,+18강 뼈 세계를 삼키는 몽둥이,"뼈의 힘이 몽둥이에 세계를 삼키는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,뼈,19,+19강 뼈 모든 것을 집어삼킨 몽둥이,"뼈의 힘이 몽둥이에 모든 것을 집어삼킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,뼈,20,+20강 뼈 그 자체가 된 몽둥이,"뼈의 힘이 몽둥이에 그 자체가  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,대지,0,+0강 대지 흔적만 남은 몽둥이,"대지의 힘이 몽둥이에 흔적만 남은 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,대지,1,+1강 대지 깃든 몽둥이,"대지의 힘이 몽둥이에 깃든 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,대지,2,+2강 대지 뒤얽힌 몽둥이,"대지의 힘이 몽둥이에 뒤얽힌 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,대지,3,+3강 대지 잠식된 몽둥이,"대지의 힘이 몽둥이에 잠식 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,대지,4,+4강 대지 삼켜진 몽둥이,"대지의 힘이 몽둥이에 삼켜진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,대지,5,+5강 대지 숨 쉬는 몽둥이,"대지의 힘이 몽둥이에 숨 쉬는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,대지,6,+6강 대지 속삭이는 몽둥이,"대지의 힘이 몽둥이에 속삭이는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,대지,7,+7강 대지 의지를 가진 몽둥이,"대지의 힘이 몽둥이에 의지를 가진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,대지,8,+8강 대지 시험하는 몽둥이,"대지의 힘이 몽둥이에 시험하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,대지,9,+9강 대지 명령하는 몽둥이,"대지의 힘이 몽둥이에 명령하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,대지,10,+10강 대지 주인이 된 몽둥이,"대지의 힘이 몽둥이에 주인이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,대지,11,+11강 대지 굴복시킨 몽둥이,"대지의 힘이 몽둥이에 굴복시킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,대지,12,+12강 대지 피를 요구하는 몽둥이,"대지의 힘이 몽둥이에 피를 요구하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,대지,13,+13강 대지 전장을 뒤덮는 몽둥이,"대지의 힘이 몽둥이에 전장을 뒤덮는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,대지,14,+14강 대지 영혼을 침식하는 몽둥이,"대지의 힘이 몽둥이에 영혼을 침식하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,대지,15,+15강 대지 재앙이 된 몽둥이,"대지의 힘이 몽둥이에 재앙이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,대지,16,+16강 대지 세계에 뿌리내린 몽둥이,"대지의 힘이 몽둥이에 세계에 뿌리내린 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,대지,17,+17강 대지 질서를 뒤흔드는 몽둥이,"대지의 힘이 몽둥이에 질서를 뒤흔드는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,대지,18,+18강 대지 세계를 삼키는 몽둥이,"대지의 힘이 몽둥이에 세계를 삼키는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,대지,19,+19강 대지 모든 것을 집어삼킨 몽둥이,"대지의 힘이 몽둥이에 모든 것을 집어삼킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,대지,20,+20강 대지 그 자체가 된 몽둥이,"대지의 힘이 몽둥이에 그 자체가  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,0,+0강 분노 흔적만 남은 몽둥이,"분노의 힘이 몽둥이에 흔적만 남은 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,1,+1강 분노 깃든 몽둥이,"분노의 힘이 몽둥이에 깃든 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,2,+2강 분노 뒤얽힌 몽둥이,"분노의 힘이 몽둥이에 뒤얽힌 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,3,+3강 분노 잠식된 몽둥이,"분노의 힘이 몽둥이에 잠식 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,4,+4강 분노 삼켜진 몽둥이,"분노의 힘이 몽둥이에 삼켜진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,5,+5강 분노 숨 쉬는 몽둥이,"분노의 힘이 몽둥이에 숨 쉬는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,6,+6강 분노 속삭이는 몽둥이,"분노의 힘이 몽둥이에 속삭이는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,7,+7강 분노 의지를 가진 몽둥이,"분노의 힘이 몽둥이에 의지를 가진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,8,+8강 분노 시험하는 몽둥이,"분노의 힘이 몽둥이에 시험하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,9,+9강 분노 명령하는 몽둥이,"분노의 힘이 몽둥이에 명령하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,10,+10강 분노 주인이 된 몽둥이,"분노의 힘이 몽둥이에 주인이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,11,+11강 분노 굴복시킨 몽둥이,"분노의 힘이 몽둥이에 굴복시킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,12,+12강 분노 피를 요구하는 몽둥이,"분노의 힘이 몽둥이에 피를 요구하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,13,+13강 분노 전장을 뒤덮는 몽둥이,"분노의 힘이 몽둥이에 전장을 뒤덮는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,14,+14강 분노 영혼을 침식하는 몽둥이,"분노의 힘이 몽둥이에 영혼을 침식하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,15,+15강 분노 재앙이 된 몽둥이,"분노의 힘이 몽둥이에 재앙이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,16,+16강 분노 세계에 뿌리내린 몽둥이,"분노의 힘이 몽둥이에 세계에 뿌리내린 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,17,+17강 분노 질서를 뒤흔드는 몽둥이,"분노의 힘이 몽둥이에 질서를 뒤흔드는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,18,+18강 분노 세계를 삼키는 몽둥이,"분노의 힘이 몽둥이에 세계를 삼키는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,19,+19강 분노 모든 것을 집어삼킨 몽둥이,"분노의 힘이 몽둥이에 모든 것을 집어삼킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,분노,20,+20강 분노 그 자체가 된 몽둥이,"분노의 힘이 몽둥이에 그 자체가  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,파괴,0,+0강 파괴 흔적만 남은 몽둥이,"파괴의 힘이 몽둥이에 흔적만 남은 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,파괴,1,+1강 파괴 깃든 몽둥이,"파괴의 힘이 몽둥이에 깃든 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,파괴,2,+2강 파괴 뒤얽힌 몽둥이,"파괴의 힘이 몽둥이에 뒤얽힌 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,파괴,3,+3강 파괴 잠식된 몽둥이,"파괴의 힘이 몽둥이에 잠식 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,파괴,4,+4강 파괴 삼켜진 몽둥이,"파괴의 힘이 몽둥이에 삼켜진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,파괴,5,+5강 파괴 숨 쉬는 몽둥이,"파괴의 힘이 몽둥이에 숨 쉬는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,파괴,6,+6강 파괴 속삭이는 몽둥이,"파괴의 힘이 몽둥이에 속삭이는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,파괴,7,+7강 파괴 의지를 가진 몽둥이,"파괴의 힘이 몽둥이에 의지를 가진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,파괴,8,+8강 파괴 시험하는 몽둥이,"파괴의 힘이 몽둥이에 시험하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,파괴,9,+9강 파괴 명령하는 몽둥이,"파괴의 힘이 몽둥이에 명령하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
몽둥이,파괴,10,+10강 파괴 주인이 된 몽둥이,"파괴의 힘이 몽둥이에 주인이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
